RECORD_ID,ACCOUNT_ID,AGENT_HASH_ID,ENGAGEMENT_ID,CHANNEL,START_TIME,DURATION_SEC,DIRECTION,FINAL_OUTCOME,SLA_ACHIEVED,_LOADED_AT
REC000181,ACC006,USR0016,ENG000181,SMS,2026-05-10 09:12:01,22,Inbound,Resolved,TRUE,2026-06-01 00:00:00
REC000182,ACC002,USR0022,ENG000182,SMS,2026-04-29 10:33:50,18,Outbound,Answered,FALSE,2026-06-01 00:00:00
REC000183,ACC007,USR0007,ENG000183,SMS,2026-05-05 13:05:14,34,Inbound,Resolved,FALSE,2026-06-01 00:00:00
REC000184,ACC005,USR0025,ENG000184,SMS,2026-05-11 17:51:51,48,Inbound,Missed,TRUE,2026-06-01 00:00:00
REC000185,ACC010,USR0010,ENG000185,SMS,2026-04-22 17:53:00,58,Outbound,Resolved,FALSE,2026-06-01 00:00:00
REC000186,ACC008,USR0028,ENG000186,SMS,2026-05-01 14:50:33,119,Outbound,Answered,TRUE,2026-06-01 00:00:00
REC000187,ACC002,USR0022,ENG000187,SMS,2026-05-11 13:50:22,96,Inbound,Resolved,TRUE,2026-06-01 00:00:00
REC000188,ACC001,USR0011,ENG000188,SMS,2026-04-29 13:00:04,68,Inbound,Missed,TRUE,2026-06-01 00:00:00
REC000189,ACC010,USR0020,ENG000189,SMS,2026-05-16 17:45:55,84,Inbound,Closed,FALSE,2026-06-01 00:00:00
REC000190,ACC004,USR0004,ENG000190,SMS,2026-05-03 14:23:10,14,Inbound,Closed,FALSE,2026-06-01 00:00:00
REC000191,ACC006,USR0006,ENG000191,SMS,2026-05-10 11:48:02,52,Inbound,Missed,FALSE,2026-06-01 00:00:00
REC000192,ACC005,USR0015,ENG000192,SMS,2026-05-12 10:21:04,33,Inbound,Missed,FALSE,2026-06-01 00:00:00
REC000193,ACC007,USR0017,ENG000193,SMS,2026-05-05 08:04:20,113,Inbound,Resolved,FALSE,2026-06-01 00:00:00
REC000194,ACC009,USR0009,ENG000194,SMS,2026-04-29 12:55:10,118,Inbound,Resolved,FALSE,2026-06-01 00:00:00
REC000195,ACC008,USR0008,ENG000195,SMS,2026-04-28 12:43:44,12,Inbound,Missed,TRUE,2026-06-01 00:00:00
REC000196,ACC002,USR0002,ENG000196,SMS,2026-05-30 11:26:28,69,Inbound,Resolved,TRUE,2026-06-01 00:00:00
REC000197,ACC006,USR0016,ENG000197,SMS,2026-05-31 12:47:28,110,Outbound,Answered,FALSE,2026-06-01 00:00:00
REC000198,ACC006,USR0016,ENG000198,SMS,2026-05-28 15:28:24,22,Inbound,Missed,TRUE,2026-06-01 00:00:00
REC000199,ACC001,USR0001,ENG000199,SMS,2026-05-08 10:08:43,48,Outbound,Missed,TRUE,2026-06-01 00:00:00
REC000200,ACC010,USR0030,ENG000200,SMS,2026-05-01 12:14:31,102,Outbound,Missed,FALSE,2026-06-01 00:00:00
REC000201,ACC005,USR0025,ENG000201,SMS,2026-05-22 16:36:25,96,Inbound,Resolved,TRUE,2026-06-01 00:00:00
REC000202,ACC006,USR0026,ENG000202,SMS,2026-05-01 13:27:48,54,Outbound,Missed,FALSE,2026-06-01 00:00:00
REC000203,ACC002,USR0022,ENG000203,SMS,2026-05-16 08:46:08,56,Inbound,Missed,FALSE,2026-06-01 00:00:00
REC000204,ACC001,USR0001,ENG000204,SMS,2026-04-26 08:35:30,105,Inbound,Closed,TRUE,2026-06-01 00:00:00
REC000205,ACC007,USR0027,ENG000205,SMS,2026-05-06 09:33:47,16,Inbound,Resolved,TRUE,2026-06-01 00:00:00
REC000206,ACC001,USR0001,ENG000206,SMS,2026-05-03 15:11:14,84,Inbound,Missed,TRUE,2026-06-01 00:00:00
REC000207,ACC009,USR0009,ENG000207,SMS,2026-05-03 16:41:04,28,Outbound,Resolved,TRUE,2026-06-01 00:00:00
REC000208,ACC001,USR0001,ENG000208,SMS,2026-05-04 11:23:16,103,Outbound,Resolved,TRUE,2026-06-01 00:00:00
REC000209,ACC006,USR0016,ENG000209,SMS,2026-05-28 13:17:28,33,Inbound,Resolved,TRUE,2026-06-01 00:00:00
REC000210,ACC007,USR0017,ENG000210,SMS,2026-05-01 08:17:50,28,Outbound,Resolved,TRUE,2026-06-01 00:00:00
REC000211,ACC007,USR0027,ENG000211,SMS,2026-05-18 16:16:22,85,Inbound,Answered,TRUE,2026-06-01 00:00:00
REC000212,ACC004,USR0014,ENG000212,SMS,2026-04-24 11:58:39,7,Inbound,Missed,FALSE,2026-06-01 00:00:00
REC000213,ACC005,USR0015,ENG000213,SMS,2026-04-25 10:21:22,14,Outbound,Resolved,FALSE,2026-06-01 00:00:00
REC000214,ACC010,USR0010,ENG000214,SMS,2026-05-26 10:38:25,47,Inbound,Answered,TRUE,2026-06-01 00:00:00
REC000215,ACC001,USR0021,ENG000215,SMS,2026-05-27 15:24:25,76,Outbound,Missed,FALSE,2026-06-01 00:00:00
REC000216,ACC001,USR0001,ENG000216,SMS,2026-05-10 13:15:33,27,Inbound,Closed,FALSE,2026-06-01 00:00:00
REC000217,ACC008,USR0028,ENG000217,SMS,2026-05-12 13:04:05,37,Outbound,Missed,TRUE,2026-06-01 00:00:00
REC000218,ACC008,USR0018,ENG000218,SMS,2026-04-27 15:20:54,91,Outbound,Missed,TRUE,2026-06-01 00:00:00
REC000219,ACC001,USR0001,ENG000219,SMS,2026-05-03 17:12:11,72,Outbound,Missed,TRUE,2026-06-01 00:00:00
REC000220,ACC008,USR0028,ENG000220,SMS,2026-05-18 15:19:16,80,Outbound,Missed,FALSE,2026-06-01 00:00:00
REC000221,ACC005,USR0015,ENG000221,SMS,2026-05-04 17:43:53,103,Outbound,Answered,TRUE,2026-06-01 00:00:00
REC000222,ACC008,USR0008,ENG000222,SMS,2026-04-29 10:32:10,86,Outbound,Resolved,TRUE,2026-06-01 00:00:00
REC000223,ACC003,USR0023,ENG000223,SMS,2026-05-06 16:08:32,104,Inbound,Resolved,FALSE,2026-06-01 00:00:00
REC000224,ACC006,USR0016,ENG000224,SMS,2026-04-26 08:57:24,84,Inbound,Answered,TRUE,2026-06-01 00:00:00
REC000225,ACC005,USR0015,ENG000225,SMS,2026-05-03 08:00:59,30,Outbound,Closed,TRUE,2026-06-01 00:00:00
REC000226,ACC002,USR0022,ENG000226,SMS,2026-04-24 15:23:05,86,Outbound,Resolved,TRUE,2026-06-01 00:00:00
REC000227,ACC005,USR0015,ENG000227,SMS,2026-05-13 16:45:18,100,Inbound,Missed,TRUE,2026-06-01 00:00:00
REC000228,ACC005,USR0015,ENG000228,SMS,2026-04-23 12:26:20,114,Outbound,Resolved,TRUE,2026-06-01 00:00:00
REC000229,ACC002,USR0022,ENG000229,SMS,2026-04-30 12:43:31,61,Outbound,Closed,TRUE,2026-06-01 00:00:00
REC000230,ACC002,USR0022,ENG000230,SMS,2026-05-17 13:58:12,8,Inbound,Closed,TRUE,2026-06-01 00:00:00
REC000231,ACC005,USR0015,ENG000231,SMS,2026-05-10 15:35:13,109,Inbound,Resolved,TRUE,2026-06-01 00:00:00
REC000232,ACC007,USR0017,ENG000232,SMS,2026-05-24 17:35:01,95,Outbound,Missed,FALSE,2026-06-01 00:00:00
REC000233,ACC004,USR0014,ENG000233,SMS,2026-05-25 16:17:29,32,Outbound,Answered,FALSE,2026-06-01 00:00:00
REC000234,ACC006,USR0026,ENG000234,SMS,2026-05-12 17:12:32,85,Inbound,Answered,FALSE,2026-06-01 00:00:00
REC000235,ACC006,USR0016,ENG000235,SMS,2026-04-26 08:03:58,47,Inbound,Missed,TRUE,2026-06-01 00:00:00
REC000236,ACC008,USR0018,ENG000236,SMS,2026-04-23 08:27:31,32,Inbound,Closed,TRUE,2026-06-01 00:00:00
REC000237,ACC005,USR0015,ENG000237,SMS,2026-04-23 09:57:52,21,Inbound,Resolved,FALSE,2026-06-01 00:00:00
REC000238,ACC005,USR0005,ENG000238,SMS,2026-05-08 16:56:14,86,Outbound,Closed,FALSE,2026-06-01 00:00:00
REC000239,ACC010,USR0010,ENG000239,SMS,2026-05-26 08:58:19,65,Outbound,Resolved,TRUE,2026-06-01 00:00:00
REC000240,ACC001,USR0001,ENG000240,SMS,2026-04-24 16:43:08,37,Outbound,Closed,FALSE,2026-06-01 00:00:00
REC000241,ACC010,USR0010,ENG000241,SMS,2026-05-26 12:57:09,74,Inbound,Answered,FALSE,2026-06-01 00:00:00
REC000242,ACC003,USR0013,ENG000242,SMS,2026-04-28 08:29:48,120,Outbound,Missed,FALSE,2026-06-01 00:00:00
REC000243,ACC005,USR0015,ENG000243,SMS,2026-05-13 17:59:01,69,Outbound,Closed,FALSE,2026-06-01 00:00:00
REC000244,ACC005,USR0025,ENG000244,SMS,2026-05-06 11:44:03,31,Outbound,Closed,FALSE,2026-06-01 00:00:00
REC000245,ACC007,USR0017,ENG000245,SMS,2026-04-22 08:46:07,31,Inbound,Answered,FALSE,2026-06-01 00:00:00
REC000246,ACC002,USR0022,ENG000246,SMS,2026-05-07 16:28:52,78,Inbound,Answered,FALSE,2026-06-01 00:00:00
REC000247,ACC003,USR0013,ENG000247,SMS,2026-04-30 11:04:45,61,Outbound,Closed,FALSE,2026-06-01 00:00:00
REC000248,ACC008,USR0018,ENG000248,SMS,2026-04-28 08:15:09,119,Outbound,Closed,TRUE,2026-06-01 00:00:00
REC000249,ACC005,USR0015,ENG000249,SMS,2026-05-04 14:28:42,66,Inbound,Missed,FALSE,2026-06-01 00:00:00
REC000250,ACC005,USR0005,ENG000250,SMS,2026-04-23 12:32:54,18,Outbound,Missed,TRUE,2026-06-01 00:00:00
REC000251,ACC005,USR0015,ENG000251,SMS,2026-05-19 10:59:03,69,Outbound,Missed,TRUE,2026-06-01 00:00:00
REC000252,ACC010,USR0020,ENG000252,SMS,2026-05-16 11:32:38,69,Inbound,Resolved,FALSE,2026-06-01 00:00:00
REC000253,ACC003,USR0013,ENG000253,SMS,2026-04-27 12:59:49,48,Outbound,Missed,FALSE,2026-06-01 00:00:00
REC000254,ACC006,USR0016,ENG000254,SMS,2026-05-15 16:20:33,54,Inbound,Resolved,FALSE,2026-06-01 00:00:00
REC000255,ACC009,USR0029,ENG000255,SMS,2026-05-04 17:26:49,35,Inbound,Missed,FALSE,2026-06-01 00:00:00
REC000256,ACC005,USR0005,ENG000256,SMS,2026-04-27 15:30:28,11,Inbound,Answered,FALSE,2026-06-01 00:00:00
REC000257,ACC001,USR0001,ENG000257,SMS,2026-05-18 08:50:57,78,Inbound,Answered,TRUE,2026-06-01 00:00:00
REC000258,ACC010,USR0010,ENG000258,SMS,2026-05-14 13:04:37,53,Outbound,Closed,FALSE,2026-06-01 00:00:00
REC000259,ACC004,USR0004,ENG000259,SMS,2026-04-28 17:11:56,90,Inbound,Missed,FALSE,2026-06-01 00:00:00
REC000260,ACC008,USR0008,ENG000260,SMS,2026-05-13 14:33:35,97,Outbound,Missed,FALSE,2026-06-01 00:00:00
REC000261,ACC010,USR0030,ENG000261,SMS,2026-05-14 13:12:18,16,Inbound,Answered,FALSE,2026-06-01 00:00:00
REC000262,ACC001,USR0001,ENG000262,SMS,2026-05-09 17:44:45,78,Outbound,Closed,TRUE,2026-06-01 00:00:00
REC000263,ACC010,USR0020,ENG000263,SMS,2026-04-22 11:12:23,115,Inbound,Resolved,TRUE,2026-06-01 00:00:00
REC000264,ACC008,USR0018,ENG000264,SMS,2026-05-18 17:56:08,20,Outbound,Missed,FALSE,2026-06-01 00:00:00
REC000265,ACC003,USR0023,ENG000265,SMS,2026-05-06 09:03:33,112,Outbound,Closed,FALSE,2026-06-01 00:00:00
REC000266,ACC009,USR0029,ENG000266,SMS,2026-05-04 12:39:10,25,Inbound,Missed,FALSE,2026-06-01 00:00:00
REC000267,ACC005,USR0015,ENG000267,SMS,2026-04-26 13:34:55,81,Inbound,Closed,FALSE,2026-06-01 00:00:00
REC000268,ACC002,USR0022,ENG000268,SMS,2026-05-08 16:46:33,16,Outbound,Missed,FALSE,2026-06-01 00:00:00
REC000269,ACC010,USR0020,ENG000269,SMS,2026-05-29 10:59:01,21,Inbound,Resolved,FALSE,2026-06-01 00:00:00
REC000270,ACC002,USR0022,ENG000270,SMS,2026-05-04 14:05:45,56,Inbound,Missed,TRUE,2026-06-01 00:00:00
