RECORD_ID,ACCOUNT_ID,AGENT_HASH_ID,ENGAGEMENT_ID,CHANNEL,START_TIME,DURATION_SEC,DIRECTION,FINAL_OUTCOME,SLA_ACHIEVED,_LOADED_AT
REC000533,ACC004,USR0014,ENG000533,VIDEO,2026-04-24 10:53:55,2792,Outbound,Answered,TRUE,2026-06-01 00:00:00
REC000534,ACC002,USR0022,ENG000534,VIDEO,2026-04-24 11:22:31,889,Inbound,Answered,FALSE,2026-06-01 00:00:00
REC000535,ACC006,USR0026,ENG000535,VIDEO,2026-05-01 10:25:09,2675,Inbound,Missed,TRUE,2026-06-01 00:00:00
REC000536,ACC001,USR0001,ENG000536,VIDEO,2026-05-09 10:00:37,2391,Inbound,Missed,TRUE,2026-06-01 00:00:00
REC000537,ACC002,USR0022,ENG000537,VIDEO,2026-05-02 12:16:54,4851,Outbound,Answered,TRUE,2026-06-01 00:00:00
REC000538,ACC005,USR0015,ENG000538,VIDEO,2026-05-15 10:19:30,4588,Outbound,Missed,TRUE,2026-06-01 00:00:00
REC000539,ACC005,USR0015,ENG000539,VIDEO,2026-05-12 15:31:19,1837,Inbound,Resolved,TRUE,2026-06-01 00:00:00
REC000540,ACC001,USR0001,ENG000540,VIDEO,2026-05-19 15:26:52,4874,Inbound,Closed,TRUE,2026-06-01 00:00:00
REC000541,ACC003,USR0013,ENG000541,VIDEO,2026-04-24 13:13:29,1437,Inbound,Missed,FALSE,2026-06-01 00:00:00
REC000542,ACC001,USR0001,ENG000542,VIDEO,2026-05-04 15:41:44,4020,Outbound,Missed,TRUE,2026-06-01 00:00:00
REC000543,ACC002,USR0022,ENG000543,VIDEO,2026-05-02 14:28:57,2216,Inbound,Answered,FALSE,2026-06-01 00:00:00
REC000544,ACC008,USR0028,ENG000544,VIDEO,2026-05-01 12:54:18,2462,Outbound,Closed,TRUE,2026-06-01 00:00:00
REC000545,ACC002,USR0002,ENG000545,VIDEO,2026-05-03 08:21:19,5393,Outbound,Closed,TRUE,2026-06-01 00:00:00
REC000546,ACC009,USR0029,ENG000546,VIDEO,2026-05-04 12:12:49,2053,Inbound,Resolved,FALSE,2026-06-01 00:00:00
REC000547,ACC002,USR0022,ENG000547,VIDEO,2026-05-17 09:34:25,4126,Inbound,Resolved,FALSE,2026-06-01 00:00:00
REC000548,ACC005,USR0015,ENG000548,VIDEO,2026-05-19 08:50:44,4583,Outbound,Resolved,FALSE,2026-06-01 00:00:00
REC000549,ACC008,USR0028,ENG000549,VIDEO,2026-05-21 15:08:49,2936,Outbound,Answered,TRUE,2026-06-01 00:00:00
REC000550,ACC004,USR0024,ENG000550,VIDEO,2026-05-30 09:15:54,2561,Inbound,Closed,TRUE,2026-06-01 00:00:00
REC000551,ACC005,USR0015,ENG000551,VIDEO,2026-05-08 16:09:04,680,Inbound,Missed,FALSE,2026-06-01 00:00:00
REC000552,ACC002,USR0002,ENG000552,VIDEO,2026-05-03 13:45:41,4327,Outbound,Answered,FALSE,2026-06-01 00:00:00
REC000553,ACC004,USR0024,ENG000553,VIDEO,2026-05-08 08:55:42,4133,Inbound,Missed,FALSE,2026-06-01 00:00:00
REC000554,ACC005,USR0015,ENG000554,VIDEO,2026-04-23 15:13:07,4948,Outbound,Answered,FALSE,2026-06-01 00:00:00
REC000555,ACC008,USR0018,ENG000555,VIDEO,2026-04-27 15:17:08,3284,Inbound,Answered,FALSE,2026-06-01 00:00:00
REC000556,ACC003,USR0003,ENG000556,VIDEO,2026-04-27 09:36:49,1696,Outbound,Answered,FALSE,2026-06-01 00:00:00
REC000557,ACC001,USR0001,ENG000557,VIDEO,2026-05-10 16:30:25,5037,Inbound,Closed,TRUE,2026-06-01 00:00:00
REC000558,ACC001,USR0021,ENG000558,VIDEO,2026-05-27 08:51:21,3051,Inbound,Closed,FALSE,2026-06-01 00:00:00
REC000559,ACC007,USR0027,ENG000559,VIDEO,2026-05-09 17:41:24,1609,Inbound,Missed,FALSE,2026-06-01 00:00:00
REC000560,ACC008,USR0008,ENG000560,VIDEO,2026-05-16 12:58:36,921,Inbound,Answered,FALSE,2026-06-01 00:00:00
REC000561,ACC002,USR0022,ENG000561,VIDEO,2026-05-08 16:51:24,4258,Outbound,Closed,TRUE,2026-06-01 00:00:00
REC000562,ACC006,USR0006,ENG000562,VIDEO,2026-05-10 15:09:54,4631,Inbound,Missed,TRUE,2026-06-01 00:00:00
REC000563,ACC001,USR0001,ENG000563,VIDEO,2026-05-09 14:27:54,5339,Outbound,Answered,FALSE,2026-06-01 00:00:00
REC000564,ACC002,USR0022,ENG000564,VIDEO,2026-05-02 09:49:10,448,Outbound,Answered,TRUE,2026-06-01 00:00:00
REC000565,ACC006,USR0026,ENG000565,VIDEO,2026-05-26 14:23:51,4886,Outbound,Answered,TRUE,2026-06-01 00:00:00
REC000566,ACC006,USR0006,ENG000566,VIDEO,2026-05-24 12:31:04,1216,Inbound,Missed,TRUE,2026-06-01 00:00:00
REC000567,ACC001,USR0001,ENG000567,VIDEO,2026-04-29 14:54:10,5375,Outbound,Missed,TRUE,2026-06-01 00:00:00
REC000568,ACC001,USR0011,ENG000568,VIDEO,2026-04-29 09:06:14,3147,Inbound,Missed,FALSE,2026-06-01 00:00:00
REC000569,ACC002,USR0022,ENG000569,VIDEO,2026-05-02 11:35:09,956,Outbound,Closed,FALSE,2026-06-01 00:00:00
REC000570,ACC006,USR0016,ENG000570,VIDEO,2026-05-10 15:53:04,739,Inbound,Answered,TRUE,2026-06-01 00:00:00
REC000571,ACC004,USR0014,ENG000571,VIDEO,2026-04-24 14:42:08,4953,Outbound,Missed,FALSE,2026-06-01 00:00:00
REC000572,ACC001,USR0001,ENG000572,VIDEO,2026-04-26 08:26:25,1891,Outbound,Closed,TRUE,2026-06-01 00:00:00
REC000573,ACC002,USR0022,ENG000573,VIDEO,2026-05-08 15:44:05,623,Outbound,Closed,TRUE,2026-06-01 00:00:00
REC000574,ACC008,USR0008,ENG000574,VIDEO,2026-05-14 16:42:17,3121,Outbound,Answered,FALSE,2026-06-01 00:00:00
REC000575,ACC001,USR0001,ENG000575,VIDEO,2026-05-11 12:09:49,5099,Inbound,Resolved,FALSE,2026-06-01 00:00:00
REC000576,ACC006,USR0006,ENG000576,VIDEO,2026-05-24 10:50:14,4786,Inbound,Resolved,FALSE,2026-06-01 00:00:00
REC000577,ACC004,USR0004,ENG000577,VIDEO,2026-04-23 15:05:19,4374,Outbound,Resolved,TRUE,2026-06-01 00:00:00
REC000578,ACC010,USR0020,ENG000578,VIDEO,2026-05-01 11:03:20,1341,Outbound,Missed,TRUE,2026-06-01 00:00:00
REC000579,ACC007,USR0027,ENG000579,VIDEO,2026-05-09 10:30:10,4078,Inbound,Missed,TRUE,2026-06-01 00:00:00
REC000580,ACC001,USR0021,ENG000580,VIDEO,2026-05-27 09:17:16,1796,Inbound,Closed,FALSE,2026-06-01 00:00:00
REC000581,ACC001,USR0011,ENG000581,VIDEO,2026-04-30 17:01:20,1632,Outbound,Closed,FALSE,2026-06-01 00:00:00
REC000582,ACC010,USR0010,ENG000582,VIDEO,2026-05-05 08:57:01,4431,Outbound,Missed,TRUE,2026-06-01 00:00:00
REC000583,ACC002,USR0002,ENG000583,VIDEO,2026-05-30 08:29:45,1759,Inbound,Resolved,TRUE,2026-06-01 00:00:00
REC000584,ACC004,USR0024,ENG000584,VIDEO,2026-05-30 16:27:46,630,Inbound,Answered,FALSE,2026-06-01 00:00:00
REC000585,ACC008,USR0008,ENG000585,VIDEO,2026-05-14 08:44:04,1572,Inbound,Missed,TRUE,2026-06-01 00:00:00
REC000586,ACC009,USR0009,ENG000586,VIDEO,2026-05-10 13:30:05,1350,Inbound,Missed,FALSE,2026-06-01 00:00:00
REC000587,ACC001,USR0001,ENG000587,VIDEO,2026-05-10 09:03:08,488,Outbound,Answered,FALSE,2026-06-01 00:00:00
REC000588,ACC005,USR0015,ENG000588,VIDEO,2026-04-25 11:33:49,3246,Inbound,Resolved,TRUE,2026-06-01 00:00:00
REC000589,ACC002,USR0012,ENG000589,VIDEO,2026-05-20 10:20:19,4410,Outbound,Closed,FALSE,2026-06-01 00:00:00
REC000590,ACC003,USR0013,ENG000590,VIDEO,2026-05-05 11:08:20,2285,Inbound,Answered,TRUE,2026-06-01 00:00:00
REC000591,ACC008,USR0008,ENG000591,VIDEO,2026-04-24 16:34:54,5147,Outbound,Closed,TRUE,2026-06-01 00:00:00
REC000592,ACC007,USR0017,ENG000592,VIDEO,2026-05-28 11:36:40,3759,Inbound,Closed,TRUE,2026-06-01 00:00:00
REC000593,ACC005,USR0015,ENG000593,VIDEO,2026-05-08 14:43:56,5329,Inbound,Missed,TRUE,2026-06-01 00:00:00
REC000594,ACC002,USR0012,ENG000594,VIDEO,2026-04-23 08:51:15,3566,Inbound,Missed,TRUE,2026-06-01 00:00:00
REC000595,ACC009,USR0009,ENG000595,VIDEO,2026-05-19 09:22:29,817,Outbound,Closed,TRUE,2026-06-01 00:00:00
REC000596,ACC003,USR0003,ENG000596,VIDEO,2026-04-27 17:23:26,4413,Inbound,Answered,TRUE,2026-06-01 00:00:00
REC000597,ACC006,USR0026,ENG000597,VIDEO,2026-05-01 14:57:24,951,Inbound,Closed,FALSE,2026-06-01 00:00:00
REC000598,ACC007,USR0027,ENG000598,VIDEO,2026-05-18 16:17:48,1167,Inbound,Resolved,FALSE,2026-06-01 00:00:00
REC000599,ACC008,USR0018,ENG000599,VIDEO,2026-05-21 11:28:43,2773,Inbound,Answered,TRUE,2026-06-01 00:00:00
REC000600,ACC004,USR0004,ENG000600,VIDEO,2026-04-23 16:02:00,708,Inbound,Resolved,TRUE,2026-06-01 00:00:00
REC000601,ACC001,USR0021,ENG000601,VIDEO,2026-05-05 10:37:35,1905,Inbound,Closed,TRUE,2026-06-01 00:00:00
REC000602,ACC007,USR0027,ENG000602,VIDEO,2026-05-06 13:50:43,4113,Inbound,Closed,FALSE,2026-06-01 00:00:00
REC000603,ACC004,USR0004,ENG000603,VIDEO,2026-05-03 11:00:51,1805,Inbound,Answered,TRUE,2026-06-01 00:00:00
REC000604,ACC008,USR0008,ENG000604,VIDEO,2026-04-29 11:11:33,5135,Outbound,Missed,TRUE,2026-06-01 00:00:00
REC000605,ACC001,USR0001,ENG000605,VIDEO,2026-05-18 16:47:14,4449,Inbound,Closed,TRUE,2026-06-01 00:00:00
REC000606,ACC002,USR0022,ENG000606,VIDEO,2026-05-14 14:47:28,2101,Inbound,Resolved,TRUE,2026-06-01 00:00:00
REC000607,ACC007,USR0007,ENG000607,VIDEO,2026-05-05 08:56:01,3289,Inbound,Closed,TRUE,2026-06-01 00:00:00
REC000608,ACC010,USR0010,ENG000608,VIDEO,2026-05-26 08:01:34,702,Inbound,Resolved,TRUE,2026-06-01 00:00:00
REC000609,ACC004,USR0014,ENG000609,VIDEO,2026-04-24 08:55:41,3147,Inbound,Answered,TRUE,2026-06-01 00:00:00
REC000610,ACC004,USR0014,ENG000610,VIDEO,2026-04-24 13:37:08,4889,Inbound,Resolved,TRUE,2026-06-01 00:00:00
