RECORD_ID,ACCOUNT_ID,AGENT_HASH_ID,ENGAGEMENT_ID,CHANNEL,START_TIME,DURATION_SEC,DIRECTION,FINAL_OUTCOME,SLA_ACHIEVED,_LOADED_AT
REC000284,ACC002,USR0022,ENG000284,CHAT,2026-05-11 09:07:19,1103,Outbound,Resolved,FALSE,2026-06-01 00:00:00
REC000285,ACC005,USR0015,ENG000285,CHAT,2026-05-13 09:51:20,456,Inbound,Resolved,FALSE,2026-06-01 00:00:00
REC000286,ACC006,USR0026,ENG000286,CHAT,2026-05-12 11:58:17,1178,Outbound,Resolved,FALSE,2026-06-01 00:00:00
REC000287,ACC006,USR0006,ENG000287,CHAT,2026-05-16 10:47:40,981,Outbound,Closed,FALSE,2026-06-01 00:00:00
REC000288,ACC008,USR0008,ENG000288,CHAT,2026-05-02 17:12:05,866,Outbound,Missed,TRUE,2026-06-01 00:00:00
REC000289,ACC005,USR0015,ENG000289,CHAT,2026-04-23 16:04:10,995,Inbound,Resolved,FALSE,2026-06-01 00:00:00
REC000290,ACC002,USR0022,ENG000290,CHAT,2026-04-30 12:38:29,531,Outbound,Answered,TRUE,2026-06-01 00:00:00
REC000291,ACC005,USR0015,ENG000291,CHAT,2026-05-12 10:44:09,902,Outbound,Resolved,TRUE,2026-06-01 00:00:00
REC000292,ACC010,USR0010,ENG000292,CHAT,2026-04-22 12:16:53,642,Outbound,Closed,TRUE,2026-06-01 00:00:00
REC000293,ACC002,USR0022,ENG000293,CHAT,2026-04-26 13:43:13,940,Outbound,Missed,FALSE,2026-06-01 00:00:00
REC000294,ACC001,USR0001,ENG000294,CHAT,2026-05-02 14:07:46,851,Outbound,Answered,TRUE,2026-06-01 00:00:00
REC000295,ACC006,USR0016,ENG000295,CHAT,2026-05-18 11:43:22,1180,Inbound,Missed,TRUE,2026-06-01 00:00:00
REC000296,ACC007,USR0027,ENG000296,CHAT,2026-05-09 16:05:58,642,Outbound,Closed,TRUE,2026-06-01 00:00:00
REC000297,ACC010,USR0020,ENG000297,CHAT,2026-05-29 10:17:19,1171,Outbound,Answered,FALSE,2026-06-01 00:00:00
REC000298,ACC008,USR0008,ENG000298,CHAT,2026-05-01 14:19:38,222,Outbound,Closed,TRUE,2026-06-01 00:00:00
REC000299,ACC009,USR0019,ENG000299,CHAT,2026-05-31 14:45:15,912,Outbound,Missed,TRUE,2026-06-01 00:00:00
REC000300,ACC002,USR0012,ENG000300,CHAT,2026-04-23 09:02:46,93,Inbound,Answered,TRUE,2026-06-01 00:00:00
REC000301,ACC007,USR0027,ENG000301,CHAT,2026-05-09 17:40:43,428,Outbound,Answered,FALSE,2026-06-01 00:00:00
REC000302,ACC007,USR0017,ENG000302,CHAT,2026-05-22 12:37:02,113,Inbound,Answered,FALSE,2026-06-01 00:00:00
REC000303,ACC002,USR0012,ENG000303,CHAT,2026-04-23 13:13:20,431,Outbound,Resolved,TRUE,2026-06-01 00:00:00
REC000304,ACC008,USR0008,ENG000304,CHAT,2026-04-27 15:50:53,139,Inbound,Answered,FALSE,2026-06-01 00:00:00
REC000305,ACC002,USR0022,ENG000305,CHAT,2026-04-23 10:34:07,352,Inbound,Answered,FALSE,2026-06-01 00:00:00
REC000306,ACC004,USR0024,ENG000306,CHAT,2026-04-23 12:38:52,509,Outbound,Closed,TRUE,2026-06-01 00:00:00
REC000307,ACC007,USR0027,ENG000307,CHAT,2026-05-18 17:07:39,66,Inbound,Answered,FALSE,2026-06-01 00:00:00
REC000308,ACC005,USR0015,ENG000308,CHAT,2026-05-17 15:18:13,335,Outbound,Missed,TRUE,2026-06-01 00:00:00
REC000309,ACC001,USR0001,ENG000309,CHAT,2026-04-22 15:40:21,632,Outbound,Resolved,FALSE,2026-06-01 00:00:00
REC000310,ACC002,USR0022,ENG000310,CHAT,2026-05-11 11:59:37,989,Inbound,Answered,TRUE,2026-06-01 00:00:00
REC000311,ACC003,USR0013,ENG000311,CHAT,2026-04-22 08:27:11,767,Inbound,Closed,TRUE,2026-06-01 00:00:00
REC000312,ACC005,USR0015,ENG000312,CHAT,2026-05-04 17:23:03,756,Inbound,Missed,TRUE,2026-06-01 00:00:00
REC000313,ACC006,USR0026,ENG000313,CHAT,2026-05-12 17:01:08,945,Outbound,Resolved,FALSE,2026-06-01 00:00:00
REC000314,ACC004,USR0004,ENG000314,CHAT,2026-05-03 13:58:23,485,Inbound,Closed,TRUE,2026-06-01 00:00:00
REC000315,ACC010,USR0020,ENG000315,CHAT,2026-04-22 11:11:11,965,Outbound,Resolved,TRUE,2026-06-01 00:00:00
REC000316,ACC009,USR0029,ENG000316,CHAT,2026-05-04 13:28:08,676,Inbound,Missed,TRUE,2026-06-01 00:00:00
REC000317,ACC008,USR0008,ENG000317,CHAT,2026-05-18 14:21:18,800,Outbound,Resolved,TRUE,2026-06-01 00:00:00
REC000318,ACC006,USR0006,ENG000318,CHAT,2026-05-16 15:27:08,522,Outbound,Resolved,FALSE,2026-06-01 00:00:00
REC000319,ACC007,USR0017,ENG000319,CHAT,2026-05-01 17:11:07,642,Inbound,Closed,FALSE,2026-06-01 00:00:00
REC000320,ACC008,USR0008,ENG000320,CHAT,2026-05-12 09:20:21,598,Outbound,Closed,FALSE,2026-06-01 00:00:00
REC000321,ACC005,USR0015,ENG000321,CHAT,2026-05-18 17:41:26,63,Inbound,Missed,FALSE,2026-06-01 00:00:00
REC000322,ACC006,USR0026,ENG000322,CHAT,2026-05-20 14:35:48,714,Outbound,Missed,FALSE,2026-06-01 00:00:00
REC000323,ACC010,USR0020,ENG000323,CHAT,2026-05-01 10:38:27,633,Outbound,Resolved,FALSE,2026-06-01 00:00:00
REC000324,ACC004,USR0024,ENG000324,CHAT,2026-05-28 12:52:07,1190,Outbound,Closed,FALSE,2026-06-01 00:00:00
REC000325,ACC010,USR0030,ENG000325,CHAT,2026-05-14 11:25:50,864,Outbound,Missed,FALSE,2026-06-01 00:00:00
REC000326,ACC001,USR0001,ENG000326,CHAT,2026-05-19 16:56:52,508,Inbound,Closed,FALSE,2026-06-01 00:00:00
REC000327,ACC007,USR0017,ENG000327,CHAT,2026-05-05 17:43:08,926,Inbound,Answered,TRUE,2026-06-01 00:00:00
REC000328,ACC002,USR0022,ENG000328,CHAT,2026-05-05 17:22:11,958,Outbound,Closed,TRUE,2026-06-01 00:00:00
REC000329,ACC008,USR0008,ENG000329,CHAT,2026-05-12 11:17:09,255,Outbound,Missed,TRUE,2026-06-01 00:00:00
REC000330,ACC002,USR0022,ENG000330,CHAT,2026-05-14 14:32:21,443,Outbound,Answered,TRUE,2026-06-01 00:00:00
REC000331,ACC001,USR0001,ENG000331,CHAT,2026-05-10 08:04:02,433,Outbound,Missed,TRUE,2026-06-01 00:00:00
REC000332,ACC006,USR0026,ENG000332,CHAT,2026-05-20 11:29:43,595,Outbound,Answered,FALSE,2026-06-01 00:00:00
REC000333,ACC002,USR0022,ENG000333,CHAT,2026-05-04 17:10:09,579,Inbound,Resolved,TRUE,2026-06-01 00:00:00
REC000334,ACC002,USR0022,ENG000334,CHAT,2026-05-02 10:38:59,659,Inbound,Missed,TRUE,2026-06-01 00:00:00
REC000335,ACC005,USR0015,ENG000335,CHAT,2026-05-03 14:26:57,602,Outbound,Closed,TRUE,2026-06-01 00:00:00
REC000336,ACC008,USR0008,ENG000336,CHAT,2026-04-24 08:49:39,453,Outbound,Answered,TRUE,2026-06-01 00:00:00
REC000337,ACC002,USR0022,ENG000337,CHAT,2026-05-11 13:16:37,1062,Inbound,Answered,TRUE,2026-06-01 00:00:00
REC000338,ACC006,USR0016,ENG000338,CHAT,2026-04-26 17:36:10,1016,Inbound,Answered,TRUE,2026-06-01 00:00:00
REC000339,ACC005,USR0015,ENG000339,CHAT,2026-05-03 08:48:35,489,Inbound,Answered,TRUE,2026-06-01 00:00:00
REC000340,ACC009,USR0009,ENG000340,CHAT,2026-04-26 10:17:29,1138,Inbound,Closed,TRUE,2026-06-01 00:00:00
REC000341,ACC008,USR0008,ENG000341,CHAT,2026-04-29 16:31:44,1068,Inbound,Closed,FALSE,2026-06-01 00:00:00
REC000342,ACC002,USR0022,ENG000342,CHAT,2026-05-02 17:06:53,455,Outbound,Closed,TRUE,2026-06-01 00:00:00
REC000343,ACC001,USR0011,ENG000343,CHAT,2026-04-29 13:19:20,363,Outbound,Resolved,FALSE,2026-06-01 00:00:00
REC000344,ACC002,USR0022,ENG000344,CHAT,2026-04-30 16:24:42,899,Outbound,Missed,FALSE,2026-06-01 00:00:00
REC000345,ACC004,USR0024,ENG000345,CHAT,2026-04-23 09:03:05,1157,Inbound,Closed,FALSE,2026-06-01 00:00:00
REC000346,ACC008,USR0028,ENG000346,CHAT,2026-05-01 17:44:24,1077,Outbound,Answered,FALSE,2026-06-01 00:00:00
REC000347,ACC008,USR0008,ENG000347,CHAT,2026-04-28 15:38:15,899,Outbound,Answered,FALSE,2026-06-01 00:00:00
REC000348,ACC001,USR0011,ENG000348,CHAT,2026-04-30 13:00:42,229,Inbound,Missed,FALSE,2026-06-01 00:00:00
REC000349,ACC005,USR0015,ENG000349,CHAT,2026-05-03 13:32:24,311,Outbound,Resolved,FALSE,2026-06-01 00:00:00
REC000350,ACC008,USR0008,ENG000350,CHAT,2026-05-13 13:23:42,833,Outbound,Resolved,FALSE,2026-06-01 00:00:00
REC000351,ACC003,USR0023,ENG000351,CHAT,2026-05-06 10:15:16,319,Outbound,Missed,TRUE,2026-06-01 00:00:00
REC000352,ACC009,USR0009,ENG000352,CHAT,2026-05-10 17:44:35,459,Outbound,Missed,FALSE,2026-06-01 00:00:00
REC000353,ACC001,USR0001,ENG000353,CHAT,2026-04-28 14:21:33,465,Inbound,Resolved,FALSE,2026-06-01 00:00:00
REC000354,ACC001,USR0021,ENG000354,CHAT,2026-05-05 09:15:00,1136,Inbound,Resolved,TRUE,2026-06-01 00:00:00
REC000355,ACC002,USR0022,ENG000355,CHAT,2026-05-17 13:29:17,962,Outbound,Closed,FALSE,2026-06-01 00:00:00
REC000356,ACC001,USR0001,ENG000356,CHAT,2026-05-02 10:02:42,1197,Outbound,Missed,FALSE,2026-06-01 00:00:00
REC000357,ACC001,USR0001,ENG000357,CHAT,2026-05-10 15:05:53,187,Outbound,Resolved,TRUE,2026-06-01 00:00:00
REC000358,ACC005,USR0015,ENG000358,CHAT,2026-05-04 15:34:17,1146,Inbound,Answered,TRUE,2026-06-01 00:00:00
REC000359,ACC003,USR0013,ENG000359,CHAT,2026-04-30 08:38:33,888,Outbound,Closed,FALSE,2026-06-01 00:00:00
REC000360,ACC002,USR0022,ENG000360,CHAT,2026-05-14 17:08:56,189,Inbound,Missed,TRUE,2026-06-01 00:00:00
REC000361,ACC010,USR0020,ENG000361,CHAT,2026-05-01 13:09:16,686,Inbound,Answered,TRUE,2026-06-01 00:00:00
REC000362,ACC001,USR0011,ENG000362,CHAT,2026-04-29 16:58:53,145,Outbound,Closed,FALSE,2026-06-01 00:00:00
REC000363,ACC009,USR0019,ENG000363,CHAT,2026-05-15 16:14:39,1090,Inbound,Closed,FALSE,2026-06-01 00:00:00
REC000364,ACC002,USR0022,ENG000364,CHAT,2026-05-08 15:03:30,513,Inbound,Missed,TRUE,2026-06-01 00:00:00
REC000365,ACC008,USR0028,ENG000365,CHAT,2026-04-30 16:49:01,1103,Outbound,Closed,FALSE,2026-06-01 00:00:00
REC000366,ACC008,USR0008,ENG000366,CHAT,2026-05-02 16:53:32,1042,Outbound,Closed,FALSE,2026-06-01 00:00:00
REC000367,ACC008,USR0008,ENG000367,CHAT,2026-04-22 14:09:57,1096,Inbound,Resolved,FALSE,2026-06-01 00:00:00
REC000368,ACC010,USR0030,ENG000368,CHAT,2026-04-28 13:34:43,1015,Outbound,Missed,FALSE,2026-06-01 00:00:00
REC000369,ACC001,USR0021,ENG000369,CHAT,2026-05-30 15:10:49,942,Inbound,Answered,FALSE,2026-06-01 00:00:00
REC000370,ACC006,USR0006,ENG000370,CHAT,2026-05-10 12:08:57,594,Inbound,Missed,TRUE,2026-06-01 00:00:00
REC000371,ACC002,USR0012,ENG000371,CHAT,2026-04-23 15:34:10,599,Outbound,Missed,FALSE,2026-06-01 00:00:00
REC000372,ACC001,USR0001,ENG000372,CHAT,2026-05-03 10:46:47,1149,Inbound,Closed,FALSE,2026-06-01 00:00:00
REC000373,ACC006,USR0016,ENG000373,CHAT,2026-05-15 11:24:55,1005,Outbound,Resolved,FALSE,2026-06-01 00:00:00
REC000374,ACC001,USR0001,ENG000374,CHAT,2026-04-26 13:55:22,403,Outbound,Missed,TRUE,2026-06-01 00:00:00
REC000375,ACC007,USR0007,ENG000375,CHAT,2026-05-05 08:40:58,529,Inbound,Answered,TRUE,2026-06-01 00:00:00
REC000376,ACC005,USR0005,ENG000376,CHAT,2026-05-29 15:45:28,482,Inbound,Closed,FALSE,2026-06-01 00:00:00
REC000377,ACC006,USR0026,ENG000377,CHAT,2026-05-01 10:36:50,1024,Outbound,Answered,FALSE,2026-06-01 00:00:00
REC000378,ACC005,USR0005,ENG000378,CHAT,2026-04-27 12:36:10,714,Outbound,Resolved,FALSE,2026-06-01 00:00:00
REC000379,ACC009,USR0019,ENG000379,CHAT,2026-05-31 14:42:43,895,Inbound,Missed,FALSE,2026-06-01 00:00:00
REC000380,ACC005,USR0015,ENG000380,CHAT,2026-04-25 16:45:05,173,Inbound,Resolved,FALSE,2026-06-01 00:00:00
REC000381,ACC009,USR0019,ENG000381,CHAT,2026-05-26 15:31:05,348,Inbound,Answered,TRUE,2026-06-01 00:00:00
REC000382,ACC001,USR0001,ENG000382,CHAT,2026-05-10 12:02:53,985,Outbound,Closed,FALSE,2026-06-01 00:00:00
REC000383,ACC001,USR0001,ENG000383,CHAT,2026-05-17 13:20:46,63,Inbound,Answered,FALSE,2026-06-01 00:00:00
REC000384,ACC002,USR0022,ENG000384,CHAT,2026-05-02 17:02:49,717,Inbound,Answered,TRUE,2026-06-01 00:00:00
REC000385,ACC004,USR0004,ENG000385,CHAT,2026-04-28 16:21:55,660,Inbound,Closed,FALSE,2026-06-01 00:00:00
REC000386,ACC010,USR0020,ENG000386,CHAT,2026-04-22 13:13:37,1049,Inbound,Answered,FALSE,2026-06-01 00:00:00
REC000387,ACC008,USR0018,ENG000387,CHAT,2026-05-16 11:27:48,1200,Outbound,Closed,FALSE,2026-06-01 00:00:00
REC000388,ACC001,USR0001,ENG000388,CHAT,2026-04-22 08:08:04,1193,Outbound,Resolved,FALSE,2026-06-01 00:00:00
REC000389,ACC008,USR0008,ENG000389,CHAT,2026-05-01 17:17:27,661,Inbound,Closed,TRUE,2026-06-01 00:00:00
REC000390,ACC005,USR0025,ENG000390,CHAT,2026-04-28 17:44:57,784,Inbound,Closed,TRUE,2026-06-01 00:00:00
REC000391,ACC002,USR0022,ENG000391,CHAT,2026-05-04 08:57:09,1049,Outbound,Closed,FALSE,2026-06-01 00:00:00
REC000392,ACC003,USR0013,ENG000392,CHAT,2026-05-10 14:32:16,892,Inbound,Missed,TRUE,2026-06-01 00:00:00
REC000393,ACC002,USR0022,ENG000393,CHAT,2026-05-16 12:16:25,813,Outbound,Missed,FALSE,2026-06-01 00:00:00
REC000394,ACC005,USR0015,ENG000394,CHAT,2026-05-17 14:58:48,885,Inbound,Closed,FALSE,2026-06-01 00:00:00
REC000395,ACC001,USR0011,ENG000395,CHAT,2026-05-13 10:37:38,1197,Outbound,Resolved,FALSE,2026-06-01 00:00:00
REC000396,ACC001,USR0001,ENG000396,CHAT,2026-05-17 08:28:13,750,Outbound,Missed,FALSE,2026-06-01 00:00:00
REC000397,ACC008,USR0008,ENG000397,CHAT,2026-05-05 09:22:49,930,Inbound,Missed,FALSE,2026-06-01 00:00:00
REC000398,ACC008,USR0008,ENG000398,CHAT,2026-05-13 13:57:32,873,Inbound,Answered,TRUE,2026-06-01 00:00:00
REC000399,ACC008,USR0028,ENG000399,CHAT,2026-04-23 11:20:17,144,Outbound,Closed,FALSE,2026-06-01 00:00:00
REC000400,ACC002,USR0022,ENG000400,CHAT,2026-05-04 16:10:28,113,Inbound,Missed,TRUE,2026-06-01 00:00:00
